idx,Agro-forestry areas,Broad-leaved forest,Complex cultivation patterns,Coniferous forest,Discontinuous urban fabric,Land principally occupied by agriculture with significant areas of natural vegetation,Mixed forest,Non-irrigated arable land,Pastures,Peatbogs,Sea and ocean,Transitional woodland/shrub,Water bodies
222921,0,0,0,1,0,0,0,0,0,0,1,1,0
418869,0,0,0,0,0,1,0,1,0,0,0,1,0
658817,1,1,1,0,0,1,1,0,0,0,0,1,0
493796,0,1,0,0,0,0,0,1,0,0,0,0,0
264577,0,1,0,0,0,1,0,0,0,0,0,1,0
641793,0,0,0,1,0,1,1,0,0,1,0,0,0
628031,1,0,0,0,0,0,0,1,0,0,0,1,0
556245,1,1,1,0,0,0,0,0,0,0,0,1,0
125187,0,0,0,0,1,1,0,0,0,0,0,0,0
672481,1,0,0,0,0,0,0,1,0,0,0,1,0
228296,0,0,1,1,0,0,1,0,0,0,0,0,0
62266,0,0,0,1,0,1,1,0,1,0,0,0,0
491890,0,1,0,1,0,0,0,0,0,0,0,0,0
300325,0,1,0,0,0,0,0,0,0,0,0,0,0
245095,0,0,0,1,0,0,1,0,0,1,0,0,0
500241,0,0,0,0,0,0,0,1,1,0,0,0,0
451455,0,0,0,0,0,0,0,0,1,0,0,0,0
395344,0,0,0,0,0,0,0,1,1,0,0,0,0
90871,1,0,1,0,0,0,0,1,0,0,0,0,0
513204,0,1,1,0,0,1,0,0,0,0,0,0,0
642633,0,0,0,1,0,0,0,0,0,1,0,1,0
438738,0,0,0,1,0,0,1,0,0,0,0,0,1
281221,0,0,0,1,0,0,1,0,0,0,0,0,0
511811,0,1,1,0,0,1,0,0,0,0,0,0,0
592399,0,0,0,1,0,0,0,0,1,1,0,0,0
49461,0,1,0,0,0,1,0,0,0,0,0,0,0
66912,0,0,1,1,0,0,0,0,1,0,0,0,0
471166,0,0,0,0,1,0,0,0,0,0,0,0,0
224441,0,0,0,0,0,1,0,1,0,0,0,0,0
589660,0,0,0,1,0,0,1,0,0,0,0,0,1
117179,0,0,0,1,0,0,1,0,0,0,0,1,0
341577,0,0,0,1,0,0,1,0,0,0,0,1,0
383842,0,0,0,0,0,0,0,0,0,0,1,0,0
613853,0,0,0,1,0,1,0,0,0,1,0,1,0
622561,1,1,0,0,0,0,1,1,0,0,0,0,0
381558,0,1,0,1,0,0,0,0,1,0,0,1,0
654675,0,0,0,1,0,0,1,0,0,1,0,0,0
225959,0,0,1,0,1,0,0,1,1,0,0,0,0
171588,0,0,0,0,0,0,0,0,0,1,0,0,0
31201,1,1,0,0,0,0,0,1,0,0,0,1,0
439124,0,0,0,1,0,0,1,1,0,0,0,0,1
100180,0,0,0,0,0,1,0,1,0,0,0,1,0
562126,0,0,0,1,0,0,0,0,0,0,0,1,0
638411,0,1,0,1,0,0,1,0,0,1,0,1,1
141445,0,1,0,0,0,1,0,0,0,0,0,1,0
495344,0,0,0,1,0,0,0,0,1,0,0,0,0
524895,0,1,0,1,0,0,1,0,0,0,0,0,0
354060,0,0,0,1,0,0,1,0,0,0,0,0,0
670001,0,0,0,0,0,1,0,0,1,1,0,0,0
53610,1,1,1,0,0,0,0,1,0,0,0,1,1
451929,0,0,0,0,0,0,0,0,0,0,1,0,0
558050,0,0,0,0,0,0,0,0,0,0,1,0,0
592959,1,1,0,0,0,0,0,1,1,0,0,0,0
599143,0,0,0,1,0,0,1,0,0,1,0,0,0
21286,0,0,0,1,0,1,1,0,0,0,0,1,1
662775,1,0,0,0,0,0,0,1,0,0,0,0,0
13253,0,0,0,0,0,0,0,0,0,1,0,0,0
318550,0,0,0,0,0,0,0,0,0,0,1,0,0
656759,1,0,0,0,0,0,0,1,0,0,0,1,0
28886,0,1,0,0,0,0,0,0,0,0,0,1,0
120008,0,0,0,1,0,0,1,0,0,0,0,0,1
301401,0,1,1,0,0,1,0,0,1,0,0,0,0
342656,0,0,0,1,1,0,1,1,0,0,0,0,0
547724,0,0,0,0,0,0,0,0,0,0,0,0,0
150016,0,0,0,0,0,0,0,0,0,0,0,0,0
63797,0,0,1,1,1,1,1,0,0,0,0,0,0
588118,0,0,0,1,0,1,1,0,0,0,0,1,0
296770,0,0,0,1,0,0,0,0,0,0,0,0,0
653549,0,0,0,1,0,0,0,0,0,1,0,0,0
281532,0,0,0,0,0,0,0,0,0,0,1,0,0
35286,0,0,0,0,0,0,0,0,1,0,0,0,0
585497,0,0,0,1,0,0,1,0,0,0,0,1,1
127008,0,1,0,1,0,1,0,0,0,0,0,1,1
467754,0,0,1,0,1,1,1,1,1,0,0,0,0
485331,0,0,0,1,0,0,0,0,0,0,0,0,0
94234,0,0,1,0,1,0,0,0,0,0,0,0,0
447144,0,0,0,0,0,0,0,0,1,0,0,0,0
601539,0,0,1,0,0,1,1,0,1,1,0,1,0
655317,1,0,0,0,0,0,0,1,0,0,0,1,0
153080,0,0,0,0,0,0,0,0,0,0,0,0,0
568413,0,0,0,0,0,1,1,1,0,0,0,0,1
588049,0,0,0,1,0,1,1,1,0,0,0,0,1
560293,0,0,0,0,0,0,0,0,0,0,1,0,0
578514,0,0,0,1,0,1,0,1,0,0,0,0,0
197665,0,0,0,0,0,0,0,0,0,0,1,0,0
520209,0,1,0,0,1,0,0,1,1,0,0,0,0
413384,0,1,1,0,0,0,0,1,0,0,0,0,0
174770,0,0,0,0,0,0,0,0,0,0,1,0,0
539855,0,0,0,1,0,0,1,0,0,0,0,0,0
84608,0,1,0,1,0,0,0,0,0,0,0,1,0
110402,0,0,0,1,0,0,1,0,0,0,0,1,0
514873,0,1,1,0,0,1,0,1,0,0,0,1,0
448738,0,0,0,0,0,0,0,0,1,0,0,0,0
482629,0,0,0,1,0,0,1,0,0,1,0,0,0
605993,0,0,0,1,0,0,0,0,0,1,0,0,0
421649,0,1,1,0,0,1,0,0,0,0,0,0,0
3515,0,0,0,0,1,1,0,1,0,0,0,0,0
411901,0,0,1,0,0,0,1,0,0,0,0,0,0
425378,0,0,0,1,0,1,0,0,0,0,0,0,0
187592,0,0,1,0,1,0,0,0,0,0,0,0,0
588762,0,0,0,0,1,1,1,0,0,0,0,0,1
298972,0,1,1,0,0,1,0,0,0,0,0,0,0
25918,0,0,0,1,0,1,1,1,0,0,0,1,0
544461,0,0,0,0,0,0,0,0,0,0,0,0,0
627351,1,1,0,0,0,0,0,0,0,0,0,0,0
454008,0,0,0,0,0,0,0,0,0,0,1,0,0
551364,0,0,1,1,0,1,0,1,0,0,0,1,0
661539,0,0,0,1,0,0,0,0,0,1,0,1,0
295965,0,0,0,1,0,0,0,0,0,0,0,0,0
659603,0,0,0,1,0,0,0,0,0,1,0,1,0
75193,0,0,0,1,0,0,1,0,0,0,0,0,0
397568,0,0,0,0,0,0,0,1,1,0,0,0,0
275437,0,0,0,0,0,0,0,0,0,0,1,0,0
282716,0,0,0,0,0,0,0,0,0,0,1,0,0
336802,0,1,0,0,0,0,0,0,0,0,0,1,0
270241,0,0,0,1,0,0,1,0,0,0,0,1,0
109072,0,0,0,1,0,0,1,0,0,0,0,0,1
109821,0,1,0,1,0,0,1,0,0,0,0,0,1
616263,1,0,0,0,0,0,1,0,1,0,0,0,0
231412,0,0,0,1,1,1,1,0,0,0,0,1,0
488094,0,0,1,0,1,0,1,0,1,0,0,0,0
284694,0,0,0,0,0,0,1,0,0,0,0,1,0
330291,0,1,0,0,0,1,0,0,0,0,0,1,0
613481,0,0,0,1,0,0,1,1,0,1,0,1,0
665101,0,0,0,1,0,0,1,1,0,1,0,1,0
182183,0,1,1,0,0,1,1,1,0,0,0,0,0
237410,0,0,0,1,0,1,1,0,0,0,0,1,0
214639,0,1,0,0,1,1,0,0,0,0,0,0,0
224884,0,0,0,1,0,0,1,1,0,0,0,1,0
668373,1,1,0,0,0,0,0,1,0,0,0,1,0
234126,0,0,0,1,0,0,0,0,0,0,0,1,0
411627,0,0,1,1,0,1,0,1,1,0,0,0,0
44791,0,0,1,0,1,0,0,1,0,0,0,0,0
63812,0,0,0,0,1,0,0,1,0,0,0,1,0
665339,1,0,0,0,0,0,1,1,0,0,0,1,0
566510,0,1,0,1,0,0,1,0,0,0,0,1,1
86076,1,1,0,1,0,0,1,0,1,0,0,0,0
522993,0,1,1,0,0,1,0,1,0,0,0,0,0
390491,0,0,0,0,0,0,0,0,0,0,1,0,0
94817,0,1,0,0,0,1,0,1,1,0,0,1,0
577143,0,0,0,1,0,0,0,0,0,0,0,1,1
224668,0,0,0,1,0,0,0,0,0,0,0,1,0
187441,0,0,1,0,0,0,0,1,0,0,0,0,0
24554,0,0,0,1,0,0,1,0,0,0,0,1,0
433685,0,0,0,1,0,0,1,0,0,0,0,0,1
213336,0,0,0,0,0,1,0,1,0,0,0,0,0
274470,0,0,0,0,0,1,1,1,0,0,1,0,0
627263,0,0,0,1,0,0,0,0,0,1,0,0,1
279355,0,0,0,0,0,0,0,0,0,0,1,0,0
550782,0,0,1,0,1,0,0,0,0,0,0,0,0
348428,0,0,0,1,0,0,1,0,0,0,0,0,0
648975,1,0,0,0,0,0,0,1,0,0,0,0,0
366273,0,1,1,0,0,1,0,1,0,0,0,0,0
658151,0,0,0,1,0,0,0,0,0,1,0,1,0
478728,0,0,0,0,0,0,1,0,0,0,0,1,0
312693,0,0,0,0,0,0,0,0,0,0,1,0,0
639251,0,1,0,1,0,1,1,0,0,1,0,0,0
18868,0,0,0,0,0,1,1,0,0,0,0,0,0
501225,0,0,0,1,0,0,0,0,1,0,0,1,0
298898,0,1,1,0,0,0,0,1,1,0,0,0,0
14905,0,0,0,1,0,0,0,0,0,1,0,0,0
201266,0,0,0,0,0,0,0,0,0,0,1,0,0
225284,0,1,0,1,0,0,1,0,0,1,0,0,0
334675,0,0,0,0,0,1,0,1,0,0,0,0,0
610965,1,0,0,1,0,0,0,0,0,0,0,1,0
578502,0,0,0,1,0,0,1,1,0,1,0,0,0
662217,1,0,0,1,0,0,1,1,1,0,0,0,0
455951,0,0,0,0,0,0,0,0,0,0,1,0,0
562356,0,0,0,1,0,1,1,1,0,0,0,0,1
152039,1,1,1,0,0,0,0,1,0,0,0,1,0
293578,1,0,1,0,0,1,0,1,0,0,0,1,0
470530,0,0,0,0,0,1,0,1,0,0,0,0,0
280285,0,0,0,0,0,0,0,0,0,0,1,0,0
568509,0,0,0,0,0,1,0,0,0,0,0,0,1
448577,0,0,0,0,0,0,1,0,1,0,0,0,0
591861,0,0,0,1,0,0,0,0,0,1,0,1,0
56662,0,0,1,1,0,0,1,1,0,0,0,0,0
288722,0,0,0,0,0,0,0,0,0,0,1,0,0
224088,0,0,0,1,0,0,1,0,0,0,0,1,1
509314,0,1,1,0,0,1,0,0,0,0,0,1,0
283707,0,0,0,1,0,0,1,1,0,0,0,0,0
615093,1,0,0,0,0,0,0,0,0,0,0,0,0
266570,0,1,1,0,0,0,1,0,1,0,0,0,1
276766,0,0,0,0,0,0,0,0,0,0,1,0,0
51155,1,1,1,0,0,0,0,0,0,0,0,1,0
137752,1,0,0,0,0,0,0,1,0,0,0,0,0
163710,0,0,0,1,0,1,1,0,0,0,0,0,0
348648,0,0,0,0,0,0,1,0,0,0,0,1,0
452794,0,0,0,0,0,0,0,0,0,0,1,0,0
142651,0,1,1,0,0,0,0,1,1,0,0,1,0
265442,0,0,1,0,0,0,0,1,1,0,0,0,0
614089,1,0,0,0,0,0,0,1,0,0,0,0,0
47396,0,0,0,0,0,0,0,1,0,0,0,0,0
73845,0,0,0,1,0,0,0,0,0,0,0,1,0
268448,0,0,1,0,0,1,0,1,0,0,0,0,0
263093,0,1,0,0,0,0,1,0,0,0,0,1,0
56363,0,1,1,0,0,0,1,1,1,0,0,0,0
444763,0,0,0,0,0,0,0,0,0,0,0,0,1
367237,0,0,1,0,0,0,0,1,1,0,0,0,0
551498,0,1,1,0,0,1,0,0,0,0,0,0,0
549738,1,1,1,0,0,1,1,0,1,0,0,0,0
262627,0,1,0,0,0,1,0,0,0,0,0,1,0
564166,0,0,0,0,0,0,0,0,0,0,0,0,1
218210,0,0,1,0,0,0,0,0,1,0,0,1,0
579847,0,0,0,1,0,1,1,0,0,0,0,0,0
171174,0,0,0,1,0,0,0,1,1,0,0,0,0
151317,0,0,1,0,0,0,1,0,0,0,0,1,0
267557,0,0,1,0,0,1,1,1,1,0,0,1,0
428832,0,0,0,1,0,0,1,0,0,0,0,0,1
640031,1,0,0,0,0,0,0,0,1,0,0,0,0
511023,0,1,1,0,1,1,0,1,0,0,0,0,0
330003,0,1,0,0,0,0,0,0,0,0,0,1,0
594173,1,0,0,0,0,0,0,1,1,0,0,1,0
569987,0,0,0,0,0,1,1,0,0,0,0,1,0
671359,1,1,0,0,0,0,0,1,0,0,0,1,0
527471,0,0,0,0,0,1,1,0,0,0,1,0,0
227324,0,0,0,0,0,1,0,1,0,0,0,0,0
438547,0,1,0,1,0,0,1,0,0,0,0,0,0
496798,0,1,0,0,1,1,0,0,1,0,0,0,0
18746,0,0,0,1,0,0,1,0,0,0,0,0,0
474245,1,0,0,0,0,0,0,1,0,0,0,1,0
625553,0,0,0,1,0,0,1,0,0,1,0,1,1
53851,1,0,0,0,0,0,0,1,0,0,0,0,0
345908,0,0,0,1,0,1,1,0,0,0,0,1,0
257573,0,0,0,1,0,0,1,0,0,0,0,1,0
397233,0,0,0,0,0,0,0,0,1,0,0,0,0
632251,1,0,0,0,0,0,0,0,0,0,0,1,0
3218,0,0,0,0,0,0,0,0,0,0,1,0,0
625343,1,1,0,1,0,0,0,1,0,0,0,0,0
394322,0,0,1,0,0,0,0,0,1,0,0,0,0
670625,0,0,0,1,0,0,0,0,0,1,0,0,0
511778,0,1,1,0,0,1,0,0,0,0,0,0,0
66678,0,1,0,1,0,0,1,0,1,0,0,0,0
188925,0,0,1,1,0,0,1,1,1,0,0,0,0
27612,0,0,1,1,1,1,0,0,0,0,0,0,0
34925,0,0,0,0,0,0,0,1,1,0,0,0,0
296266,0,1,0,0,1,1,0,1,0,0,0,0,1
472173,0,0,1,0,0,0,0,0,0,0,1,1,0
224579,0,0,0,0,0,0,0,1,0,0,0,0,0
371041,0,1,0,0,0,0,0,1,0,0,0,0,0
438497,0,0,0,1,0,1,1,1,0,0,0,0,0
532350,0,0,0,1,0,1,1,1,0,0,0,0,0
648477,1,1,0,0,0,0,0,0,0,0,0,1,0
83303,0,0,1,0,1,0,0,1,0,0,0,0,0
652413,0,0,0,1,0,0,1,0,0,1,0,1,0
507673,0,1,0,0,0,0,0,0,0,0,0,1,0
515406,0,1,1,0,0,1,0,0,1,0,0,0,0
384293,0,0,0,0,0,0,0,0,0,0,1,0,0
436960,0,0,0,1,0,0,0,0,0,0,0,0,1
320646,0,0,0,1,0,1,1,1,0,0,0,1,0
518864,0,1,1,0,0,1,0,0,1,0,0,1,0
590435,0,0,0,0,0,0,0,1,1,1,0,0,0
95316,0,0,0,0,0,0,0,0,0,0,0,1,0
198394,0,0,0,0,0,0,0,0,0,0,1,0,0
182934,0,0,0,1,0,0,1,0,0,0,0,0,0
268391,0,0,0,1,0,0,0,0,0,0,0,1,0
365120,0,0,0,0,0,0,0,1,0,0,0,0,0
675285,1,1,1,0,0,0,0,0,0,0,0,0,1
660591,1,1,0,0,0,0,0,1,0,0,0,0,1
43269,0,0,1,0,0,0,0,1,0,0,0,0,0
630345,1,0,0,0,0,0,0,1,1,0,0,0,0
155675,0,1,1,0,0,1,0,0,0,0,0,0,0
201811,0,0,0,0,0,0,0,0,0,0,1,0,0
429729,0,0,0,0,0,0,1,0,0,0,0,1,1
305931,0,1,0,0,1,0,0,1,0,0,0,0,0
190301,0,0,1,0,0,1,1,0,0,0,0,0,0
408334,0,1,1,0,0,0,1,1,0,0,0,0,0
3751,0,0,0,0,0,0,0,0,0,0,1,0,0
406117,0,0,0,0,0,0,0,1,0,0,0,0,0
77427,0,0,0,1,0,0,0,0,0,0,0,1,0
6951,0,0,0,0,0,0,0,0,0,0,1,0,0
617239,1,1,0,0,0,0,1,0,0,0,0,0,0
458569,0,0,0,0,0,0,0,0,0,0,1,0,0
608695,1,0,0,0,0,0,0,0,1,0,0,0,0
27684,0,0,0,0,1,1,0,1,0,0,0,0,0
591077,0,0,0,1,0,1,1,0,0,1,0,1,0
24008,0,0,0,0,0,1,1,1,0,0,0,1,0
658513,0,0,0,1,0,0,1,0,0,1,0,0,0
602557,1,1,0,0,0,0,0,0,1,0,0,1,0
267252,0,0,1,1,0,0,1,0,1,0,0,1,0
134429,0,0,1,0,0,0,0,1,0,0,0,0,0
393229,0,0,0,0,1,0,0,1,1,0,0,0,0
513389,0,1,1,0,0,1,0,0,0,0,0,0,0
152337,0,1,0,0,0,0,1,0,0,0,0,0,0
268566,0,0,0,1,0,0,0,0,0,0,0,1,0
119465,0,0,0,0,0,0,1,0,0,0,0,1,1
563486,0,1,0,1,0,1,1,0,0,0,0,0,0
587733,0,0,0,0,0,0,1,0,0,0,0,0,1
504100,0,1,0,0,0,0,0,0,1,0,0,0,0
14787,0,0,0,0,0,0,0,1,1,0,0,0,0
320757,0,0,0,1,0,0,0,1,0,0,0,0,0
45166,0,0,0,0,0,0,0,1,0,0,0,0,0
86333,1,1,0,0,0,0,0,0,0,0,0,0,0
562484,0,0,0,0,0,1,0,1,0,0,0,0,0
299889,0,0,1,0,0,1,0,0,0,0,0,0,0
388910,0,0,0,0,0,0,0,0,0,0,1,0,0
538847,0,0,0,1,0,0,1,0,0,0,0,0,1
534443,0,0,0,1,0,0,1,0,0,0,0,0,1
280460,0,0,0,1,0,0,1,1,0,0,0,1,0
76514,0,0,0,1,0,0,0,0,0,0,0,0,1
597095,0,0,0,1,0,0,1,0,0,1,0,1,0
295321,0,0,0,1,0,0,0,0,0,0,0,0,0
608549,1,0,0,0,0,0,0,0,0,0,0,1,0
220394,0,0,0,1,1,0,1,0,1,0,0,0,0
608289,0,0,0,1,0,0,0,0,0,1,0,1,0
473317,0,1,0,0,0,1,0,0,0,0,0,1,0
296982,0,0,0,0,0,0,0,1,0,0,0,0,0
401282,0,0,0,0,0,0,0,1,1,0,0,0,0
347691,0,0,0,1,0,0,1,0,0,0,0,1,1
353574,0,0,0,1,0,1,1,1,0,0,0,1,0
33243,0,0,0,1,0,1,1,1,0,0,0,1,0
10852,0,1,1,0,0,0,1,1,1,0,0,0,0
212415,0,1,0,0,1,1,0,1,0,0,0,0,0
166062,0,0,0,1,0,1,1,0,0,0,0,0,1
260736,0,0,0,0,1,0,0,1,0,0,0,0,0
150026,1,0,0,1,0,1,0,0,0,0,0,1,0
141801,0,1,0,0,0,1,0,0,0,0,0,1,0
663863,0,0,0,1,0,0,0,0,0,1,0,1,0
227870,0,1,0,0,0,1,1,1,0,0,0,0,0
419462,0,1,0,0,0,0,1,0,0,0,0,0,0
464566,0,0,0,0,0,0,0,0,0,0,1,0,0
204068,0,1,0,0,0,0,0,1,0,0,0,0,0
398321,0,0,0,0,0,0,0,1,1,0,0,0,0
154575,0,1,1,0,0,0,0,0,0,0,0,1,0
634819,0,1,1,0,0,0,0,1,0,1,0,0,0
458827,0,0,0,1,0,0,0,0,0,0,1,1,0
520344,0,0,1,0,1,0,0,1,1,0,0,0,0
495454,0,0,1,0,0,0,0,1,0,0,0,0,0
395018,0,0,0,0,0,0,0,1,1,0,0,0,0
79278,0,0,0,1,0,0,0,0,0,0,0,1,0
228941,0,0,0,1,0,0,0,0,0,0,0,1,1
299107,0,1,1,0,0,1,0,0,0,0,0,0,0
633381,1,0,1,0,1,0,0,0,0,0,0,0,0
254012,0,0,0,1,0,0,1,0,0,0,0,1,0
166488,0,0,1,0,0,0,0,0,1,0,0,0,0
344237,0,0,0,1,0,0,0,0,0,0,0,1,0
226399,0,1,1,0,0,0,1,1,0,0,0,0,0
46020,0,0,1,0,0,0,0,1,0,0,0,0,0
562907,0,0,0,1,1,1,1,1,0,0,0,0,0
631943,0,1,0,0,0,0,0,0,0,1,0,0,0
625449,1,0,0,0,0,0,0,0,1,0,0,0,0
572796,0,0,0,1,0,1,1,0,0,0,0,1,0
211831,0,1,0,1,0,0,1,0,1,0,0,0,0
278369,0,0,0,0,0,0,0,0,0,0,1,0,0
253384,0,0,0,1,0,0,0,0,0,0,0,1,0
390160,0,0,0,0,0,0,0,0,0,0,1,0,0
213087,0,1,1,0,1,1,0,0,0,0,0,0,0
426315,0,0,0,1,0,0,0,0,0,0,0,0,1
88936,1,0,0,0,0,0,0,1,0,0,0,0,0
299403,0,1,1,0,0,1,0,0,0,0,0,1,0
482945,0,0,0,1,0,0,1,0,0,0,0,0,0
316638,0,0,0,0,0,0,1,0,0,0,1,0,0
189834,0,0,0,0,0,0,1,1,1,0,0,0,0
537010,0,0,0,1,0,0,1,0,0,0,0,0,1
564733,0,0,0,1,0,0,0,0,0,0,0,1,0
136738,1,0,0,0,0,0,0,1,0,0,0,1,0
217472,0,0,0,1,0,1,1,1,1,0,0,1,0
311312,0,0,0,0,0,0,0,0,0,0,1,0,0
567833,0,0,0,1,0,0,1,0,0,0,0,1,0
99720,0,0,0,0,0,1,0,1,0,0,0,1,0
161288,0,0,0,1,0,0,1,0,0,0,0,0,0
585010,0,0,0,1,0,0,1,0,0,0,0,0,0
105503,0,0,0,1,1,1,1,0,0,0,0,0,1
599109,1,0,0,0,0,0,0,1,0,0,0,1,0
664177,1,0,0,0,0,0,1,1,0,0,0,0,0
651895,0,0,0,1,0,0,0,0,0,1,0,0,0
624243,1,1,1,0,0,1,0,1,0,0,0,1,0
638011,1,1,0,0,0,0,0,1,0,0,0,1,0
289886,0,0,0,0,0,0,0,0,0,0,1,0,0
539695,0,0,0,0,0,1,1,0,0,0,0,0,1
532390,0,0,0,1,0,0,1,0,0,0,0,0,1
503251,0,0,0,0,0,0,0,0,0,0,1,0,0
616809,0,0,0,1,0,0,1,0,0,1,0,1,0
63857,0,0,0,0,0,0,1,1,1,0,0,0,0
615137,0,0,0,1,0,0,1,0,0,1,0,1,0
667747,1,1,0,0,0,0,0,1,0,0,0,0,0
578698,0,0,0,1,0,0,1,0,0,0,0,0,0
466794,0,1,0,0,1,0,0,1,1,0,0,0,0
175306,0,0,0,1,0,0,0,0,0,0,0,1,0
264337,0,1,0,0,0,1,0,0,0,0,0,1,0
199902,0,0,0,0,0,0,0,0,0,0,1,0,0
169355,0,1,1,0,0,0,0,0,1,0,0,0,0
468828,0,0,0,0,0,0,0,0,0,0,1,0,0
62164,0,0,0,1,0,0,1,0,0,0,0,1,0
338282,0,0,0,0,0,0,1,0,1,0,0,0,0
393283,0,0,0,0,1,0,0,1,1,0,0,0,0
676709,0,0,0,1,0,0,1,0,0,1,0,1,0
528555,0,0,0,1,0,0,0,0,0,0,1,0,0
247675,0,0,0,0,0,0,0,0,1,0,1,0,0
567025,0,1,0,1,0,1,1,1,0,0,0,0,0
231994,0,0,0,1,0,0,1,0,0,0,0,1,0
264532,0,1,1,0,0,1,0,0,0,0,0,1,0
397155,0,0,0,0,0,0,0,1,1,0,0,0,0
24076,0,0,0,1,0,0,1,0,0,0,0,1,0
199365,0,0,0,0,0,0,0,0,0,0,1,0,0
159386,0,0,0,1,0,0,0,0,0,1,0,1,0
478821,0,0,0,1,0,0,1,0,0,0,0,0,0
400427,0,0,0,0,0,0,0,0,0,0,1,0,0
28025,1,1,0,0,0,0,0,0,0,0,0,0,0
316623,0,0,0,0,0,0,0,0,0,0,1,0,0
611309,1,0,0,0,0,0,0,1,1,0,0,1,0
598359,1,1,0,0,0,0,0,0,1,0,0,0,0
543175,0,0,0,0,0,0,0,0,0,0,0,0,0
537855,0,0,0,0,0,0,0,0,0,0,0,0,1
4754,0,0,0,0,0,0,1,0,0,0,0,0,0
120334,0,0,0,1,0,0,1,0,0,0,0,0,1
566095,0,0,0,1,0,1,1,1,0,0,0,0,1
152312,1,1,1,0,0,0,1,0,0,0,0,0,0
87323,1,0,0,0,0,0,1,0,0,0,0,0,0
181479,0,1,0,0,0,0,0,1,1,0,0,0,0
83296,0,0,1,0,0,0,0,1,0,0,0,0,0
229429,0,0,0,1,0,0,0,0,0,0,0,1,0
437657,0,0,0,1,0,0,1,0,0,1,0,1,0
128840,0,0,0,0,0,1,0,0,0,0,0,1,0
675515,1,0,0,0,0,0,0,0,0,0,0,0,0
374325,0,0,0,0,0,0,1,1,0,0,0,0,0
108058,0,0,0,1,0,0,1,0,0,0,0,0,1
360850,0,0,0,1,0,0,1,1,0,0,0,0,0
555319,0,0,1,0,1,1,1,0,0,0,0,1,0
673873,0,0,0,0,0,1,0,0,0,1,0,0,0
508618,0,1,1,0,0,1,0,0,0,0,0,0,0
180772,0,0,0,1,0,0,1,1,0,0,0,1,0
593989,1,0,0,1,0,0,0,1,1,0,0,1,0
82752,0,0,0,0,0,0,0,1,0,0,0,0,0
406489,0,0,0,0,0,0,0,1,0,0,0,0,0
560620,0,0,0,1,0,1,1,0,0,0,0,1,0
126488,0,1,0,0,0,0,0,0,0,0,0,1,0
394174,0,0,0,0,0,0,0,1,1,0,0,0,0
286846,0,0,0,0,0,0,0,0,0,0,1,0,0
635295,1,1,0,0,0,0,0,1,0,0,0,0,0
626883,0,0,0,0,0,0,0,0,1,1,0,0,0
155078,1,0,0,0,0,0,0,1,0,0,0,1,0
109292,0,0,0,0,0,1,1,1,0,0,0,0,0
262650,0,1,0,0,0,1,1,0,0,0,0,0,0
523568,0,0,0,0,0,1,0,1,0,0,0,1,0
620437,0,0,0,1,0,0,0,0,0,1,0,1,0
283234,0,0,0,0,0,0,0,0,0,0,1,0,0
408449,0,0,0,1,0,1,1,0,1,0,0,0,0
196385,0,0,0,1,0,0,1,0,0,0,1,0,0
551634,0,1,0,0,0,0,0,1,0,0,0,0,0
261084,0,0,0,0,0,0,0,0,0,0,0,0,1
360549,0,0,0,0,0,0,1,0,0,0,0,1,0
244468,0,0,0,1,0,0,0,0,0,0,0,0,0
380743,0,0,0,0,1,0,1,0,1,0,0,1,0
36375,0,0,0,0,0,0,0,0,1,0,0,0,0
418949,0,1,0,0,0,1,0,0,0,0,0,0,0
35932,0,0,0,0,0,0,0,1,1,0,0,0,0
629327,1,0,0,0,0,0,0,0,0,0,0,0,0
445290,0,0,0,1,0,0,1,0,0,0,0,1,0
546884,0,0,0,0,0,0,0,0,0,0,0,0,0
383847,0,0,0,0,0,0,0,0,0,0,1,0,0
35446,0,0,0,1,0,0,0,0,1,0,0,0,0
465591,0,0,1,0,0,0,0,1,0,0,0,0,0
242439,0,0,0,1,0,0,0,0,0,0,0,0,0
466666,1,0,0,0,0,0,0,0,0,0,0,0,0
210009,0,0,1,0,1,1,1,0,0,0,0,0,0
71856,0,0,0,1,0,1,1,1,0,0,0,0,1
619781,0,0,0,0,0,0,0,0,0,1,0,1,0
108638,0,1,0,1,0,1,1,0,0,0,0,1,1
163750,0,0,0,1,0,0,1,0,0,0,0,1,0
295178,0,1,1,0,1,0,0,0,1,0,0,0,0
299867,0,1,1,0,0,1,0,1,0,0,0,0,0
399314,0,0,0,0,1,0,0,1,1,0,0,0,0
349776,0,0,0,1,0,1,1,0,0,0,0,0,0
139505,0,1,0,0,0,1,0,0,0,0,0,1,0
539401,0,1,0,1,0,0,1,1,0,0,0,1,1
506724,0,1,1,0,0,1,0,0,0,0,0,1,0
579734,0,0,0,1,0,1,1,1,0,0,0,0,1
180548,0,0,0,1,0,0,1,0,0,0,0,0,0
398568,0,0,0,0,0,0,1,0,1,0,0,1,1
632175,0,1,0,0,0,1,0,0,0,1,0,0,1
280986,0,0,0,0,0,0,0,0,0,0,1,0,0
325423,0,1,0,0,0,0,1,0,0,0,0,1,0
28779,0,0,1,1,1,0,1,0,0,0,0,1,0
67037,0,0,0,0,0,1,1,1,0,0,0,0,0
116934,0,0,0,1,0,0,1,0,0,0,0,1,1
514934,0,1,0,0,0,0,1,0,0,0,0,0,0
521531,0,1,0,0,0,0,0,0,0,0,0,1,0
